date,store,qty,amount
2024-10-12,강남점,21,252000
2024-10-12,홍대점,25,300000
2024-10-12,부산점,19,285000
2024-10-13,강남점,33,495000
2024-10-13,홍대점,15,180000
2024-10-13,부산점,17,204000
2024-10-14,강남점,22,264000
2024-10-14,홍대점,16,240000
2024-10-14,부산점,33,594000
2024-10-15,강남점,22,330000
2024-10-15,홍대점,17,204000
2024-10-15,부산점,13,156000
2024-10-16,강남점,20,240000
2024-10-16,홍대점,13,234000
2024-10-16,부산점,18,324000
2024-10-17,강남점,20,240000
2024-10-17,홍대점,24,288000
2024-10-17,부산점,19,228000
2024-10-18,강남점,19,342000
2024-10-18,홍대점,19,228000
2024-10-18,부산점,15,270000
2024-10-19,강남점,17,255000
2024-10-19,홍대점,20,240000
2024-10-19,부산점,14,252000
2024-10-20,강남점,17,255000
2024-10-20,홍대점,17,306000
2024-10-20,부산점,16,192000
2024-10-21,강남점,19,285000
2024-10-21,홍대점,25,375000
2024-10-21,부산점,21,315000
2024-10-22,강남점,22,264000
2024-10-22,홍대점,21,315000
2024-10-22,부산점,17,306000
2024-10-23,강남점,20,360000
2024-10-23,홍대점,13,156000
2024-10-23,부산점,26,468000
2024-10-24,강남점,18,324000
2024-10-24,홍대점,20,240000
2024-10-24,부산점,16,192000
2024-10-25,강남점,17,306000
2024-10-25,홍대점,22,264000
2024-10-25,부산점,22,264000
2024-10-26,강남점,23,345000
2024-10-26,홍대점,23,345000
2024-10-26,부산점,16,240000
2024-10-27,강남점,25,375000
2024-10-27,홍대점,22,396000
2024-10-27,부산점,21,378000
2024-10-28,강남점,26,312000
2024-10-28,홍대점,18,216000
2024-10-28,부산점,12,144000
2024-10-29,강남점,12,180000
2024-10-29,홍대점,24,360000
2024-10-29,부산점,27,486000
2024-10-30,강남점,26,390000
2024-10-30,홍대점,20,240000
2024-10-30,부산점,16,288000
2024-10-31,강남점,15,180000
2024-10-31,홍대점,19,342000
2024-10-31,부산점,22,396000
2024-11-01,강남점,17,306000
2024-11-01,홍대점,16,288000
2024-11-01,부산점,17,204000
2024-11-02,강남점,19,285000
2024-11-02,홍대점,17,255000
2024-11-02,부산점,21,315000
2024-11-03,강남점,20,360000
2024-11-03,홍대점,29,435000
2024-11-03,부산점,27,324000
2024-11-04,강남점,22,396000
2024-11-04,홍대점,18,270000
2024-11-04,부산점,17,306000
2024-11-05,강남점,19,228000
2024-11-05,홍대점,17,306000
2024-11-05,부산점,10,120000
2024-11-06,강남점,23,345000
2024-11-06,홍대점,16,288000
2024-11-06,부산점,16,240000
2024-11-07,강남점,19,228000
2024-11-07,홍대점,24,432000
2024-11-07,부산점,14,252000
2024-11-08,강남점,13,156000
2024-11-08,홍대점,15,180000
2024-11-08,부산점,27,324000
2024-11-09,강남점,12,144000
2024-11-09,홍대점,19,285000
2024-11-09,부산점,18,216000
2024-11-10,강남점,17,306000
2024-11-10,홍대점,17,204000
2024-11-10,부산점,17,255000
2024-11-11,강남점,14,210000
2024-11-11,홍대점,14,210000
2024-11-11,부산점,18,216000
2024-11-12,강남점,19,285000
2024-11-12,홍대점,23,345000
2024-11-12,부산점,16,240000
2024-11-13,강남점,25,450000
2024-11-13,홍대점,22,330000
2024-11-13,부산점,20,300000
2024-11-14,강남점,19,228000
2024-11-14,홍대점,18,216000
2024-11-14,부산점,17,255000
2024-11-15,강남점,19,285000
2024-11-15,홍대점,18,324000
2024-11-15,부산점,16,288000
2024-11-16,강남점,27,324000
2024-11-16,홍대점,15,225000
2024-11-16,부산점,21,315000
2024-11-17,강남점,14,168000
2024-11-17,홍대점,21,315000
2024-11-17,부산점,21,315000
2024-11-18,강남점,18,216000
2024-11-18,홍대점,17,255000
2024-11-18,부산점,19,342000
2024-11-19,강남점,27,324000
2024-11-19,홍대점,23,345000
2024-11-19,부산점,10,120000
2024-11-20,강남점,22,264000
2024-11-20,홍대점,16,288000
2024-11-20,부산점,17,255000
2024-11-21,강남점,13,156000
2024-11-21,홍대점,20,300000
2024-11-21,부산점,20,240000
2024-11-22,강남점,21,315000
2024-11-22,홍대점,28,336000
2024-11-22,부산점,20,300000
2024-11-23,강남점,20,300000
2024-11-23,홍대점,17,255000
2024-11-23,부산점,21,315000
2024-11-24,강남점,23,276000
2024-11-24,홍대점,19,228000
2024-11-24,부산점,19,228000
2024-11-25,강남점,12,180000
2024-11-25,홍대점,12,180000
2024-11-25,부산점,22,396000
2024-11-26,강남점,26,312000
2024-11-26,홍대점,23,276000
2024-11-26,부산점,22,396000
2024-11-27,강남점,31,558000
2024-11-27,홍대점,15,270000
2024-11-27,부산점,20,240000
2024-11-28,강남점,24,288000
2024-11-28,홍대점,16,192000
2024-11-28,부산점,19,228000
2024-11-29,강남점,23,414000
2024-11-29,홍대점,21,378000
2024-11-29,부산점,21,378000
2024-11-30,강남점,22,396000
2024-11-30,홍대점,29,435000
2024-11-30,부산점,20,300000
2024-12-01,강남점,21,378000
2024-12-01,홍대점,17,306000
2024-12-01,부산점,23,345000
2024-12-02,강남점,19,342000
2024-12-02,홍대점,19,285000
2024-12-02,부산점,27,405000
2024-12-03,강남점,17,306000
2024-12-03,홍대점,23,345000
2024-12-03,부산점,25,450000
2024-12-04,강남점,15,225000
2024-12-04,홍대점,19,228000
2024-12-04,부산점,19,228000
2024-12-05,강남점,17,255000
2024-12-05,홍대점,22,330000
2024-12-05,부산점,24,360000
2024-12-06,강남점,23,414000
2024-12-06,홍대점,14,168000
2024-12-06,부산점,30,360000
2024-12-07,강남점,22,396000
2024-12-07,홍대점,17,255000
2024-12-07,부산점,26,390000
2024-12-08,강남점,24,288000
2024-12-08,홍대점,14,210000
2024-12-08,부산점,16,240000
2024-12-09,강남점,22,330000
2024-12-09,홍대점,16,192000
2024-12-09,부산점,21,315000
2024-12-10,강남점,21,315000
2024-12-10,홍대점,22,264000
2024-12-10,부산점,18,216000
2024-12-11,강남점,21,378000
2024-12-11,홍대점,18,324000
2024-12-11,부산점,25,375000
2024-12-12,강남점,23,414000
2024-12-12,홍대점,17,306000
2024-12-12,부산점,17,204000
2024-12-13,강남점,20,300000
2024-12-13,홍대점,20,360000
2024-12-13,부산점,24,288000
2024-12-14,강남점,17,306000
2024-12-14,홍대점,26,312000
2024-12-14,부산점,21,252000
2024-12-15,강남점,14,210000
2024-12-15,홍대점,16,240000
2024-12-15,부산점,19,228000
2024-12-16,강남점,29,348000
2024-12-16,홍대점,19,285000
2024-12-16,부산점,15,180000
2024-12-17,강남점,26,468000
2024-12-17,홍대점,18,324000
2024-12-17,부산점,20,240000
2024-12-18,강남점,17,255000
2024-12-18,홍대점,22,264000
2024-12-18,부산점,16,240000
2024-12-19,강남점,15,270000
2024-12-19,홍대점,23,276000
2024-12-19,부산점,24,288000
2024-12-20,강남점,24,288000
2024-12-20,홍대점,23,414000
2024-12-20,부산점,23,276000
2024-12-21,강남점,16,240000
2024-12-21,홍대점,23,345000
2024-12-21,부산점,15,180000
2024-12-22,강남점,16,192000
2024-12-22,홍대점,17,204000
2024-12-22,부산점,22,396000
2024-12-23,강남점,12,216000
2024-12-23,홍대점,26,468000
2024-12-23,부산점,19,228000
2024-12-24,강남점,16,240000
2024-12-24,홍대점,27,405000
2024-12-24,부산점,16,288000
2024-12-25,강남점,15,180000
2024-12-25,홍대점,18,324000
2024-12-25,부산점,13,156000
2024-12-26,강남점,25,375000
2024-12-26,홍대점,18,324000
2024-12-26,부산점,16,192000
2024-12-27,강남점,20,240000
2024-12-27,홍대점,21,378000
2024-12-27,부산점,22,264000
2024-12-28,강남점,15,270000
2024-12-28,홍대점,19,285000
2024-12-28,부산점,22,330000
2024-12-29,강남점,19,342000
2024-12-29,홍대점,20,360000
2024-12-29,부산점,23,276000
2024-12-30,강남점,17,204000
2024-12-30,홍대점,20,240000
2024-12-30,부산점,19,228000
2024-12-31,강남점,22,396000
2024-12-31,홍대점,21,315000
2024-12-31,부산점,17,306000
